2026-08-15 23:00:00.059 INFO [RankThread][OpenServerAcScript.java:183] - onOperateBalance refresh:101rank size:0
2026-08-15 23:00:00.060 INFO [RankThread][OpenServerAcScript.java:183] - onOperateBalance refresh:102rank size:0
2026-08-15 23:00:00.061 INFO [RankThread][OpenServerAcScript.java:183] - onOperateBalance refresh:103rank size:0
2026-08-15 23:00:00.061 INFO [RankThread][OpenServerAcScript.java:183] - onOperateBalance refresh:104rank size:0
2026-08-15 23:00:00.061 INFO [RankThread][OpenServerAcScript.java:183] - onOperateBalance refresh:105rank size:0
2026-08-15 23:00:00.061 INFO [RankThread][OpenServerAcScript.java:183] - onOperateBalance refresh:106rank size:0
2026-08-15 23:00:00.061 INFO [RankThread][OpenServerAcScript.java:183] - onOperateBalance refresh:109rank size:0
2026-08-15 23:00:00.061 INFO [RankThread][OpenServerAcScript.java:183] - onOperateBalance refresh:110rank size:0
2026-08-15 23:00:00.061 INFO [RankThread][OpenServerAcScript.java:183] - onOperateBalance refresh:112rank size:0
2026-08-15 23:00:00.061 INFO [RankThread][OpenServerAcScript.java:183] - onOperateBalance refresh:113rank size:0
2026-08-15 23:00:00.061 INFO [RankThread][OpenServerAcScript.java:183] - onOperateBalance refresh:114rank size:0
2026-08-15 23:00:00.061 INFO [RankThread][OpenServerAcScript.java:183] - onOperateBalance refresh:115rank size:0
2026-08-15 23:00:00.061 INFO [RankThread][OpenServerAcScript.java:183] - onOperateBalance refresh:116rank size:0
2026-08-15 23:00:00.061 INFO [RankThread][OpenServerAcScript.java:183] - onOperateBalance refresh:117rank size:0
2026-08-15 23:00:00.061 INFO [RankThread][OpenServerAcScript.java:183] - onOperateBalance refresh:118rank size:0
2026-08-15 23:00:00.061 INFO [RankThread][OpenServerAcScript.java:183] - onOperateBalance refresh:119rank size:0
2026-08-15 23:00:00.061 INFO [RankThread][OpenServerAcScript.java:183] - onOperateBalance refresh:120rank size:0
2026-08-15 23:00:00.061 INFO [RankThread][OpenServerAcScript.java:183] - onOperateBalance refresh:121rank size:0
2026-08-15 23:00:00.061 INFO [RankThread][OpenServerAcScript.java:183] - onOperateBalance refresh:122rank size:0
2026-08-15 23:00:00.061 INFO [RankThread][OpenServerAcScript.java:183] - onOperateBalance refresh:123rank size:0
2026-08-15 23:00:00.061 INFO [RankThread][OpenServerAcScript.java:183] - onOperateBalance refresh:124rank size:0
2026-08-15 23:00:00.061 INFO [RankThread][OpenServerAcScript.java:183] - onOperateBalance refresh:125rank size:0
2026-08-15 23:00:00.061 INFO [RankThread][OpenServerAcScript.java:183] - onOperateBalance refresh:126rank size:0
2026-08-15 23:00:00.061 INFO [RankThread][OpenServerAcScript.java:183] - onOperateBalance refresh:127rank size:0
2026-08-15 23:00:00.061 INFO [RankThread][OpenServerAcScript.java:183] - onOperateBalance refresh:128rank size:0
2026-08-15 23:00:00.062 INFO [RankThread][OpenServerAcScript.java:183] - onOperateBalance refresh:129rank size:0
2026-08-15 23:00:00.062 INFO [RankThread][OpenServerAcScript.java:183] - onOperateBalance refresh:130rank size:0
2026-08-15 23:00:00.062 INFO [RankThread][OpenServerAcScript.java:183] - onOperateBalance refresh:131rank size:0
2026-08-15 23:00:00.062 INFO [RankThread][OpenServerAcScript.java:183] - onOperateBalance refresh:201rank size:0
2026-08-15 23:00:00.062 INFO [RankThread][OpenServerAcScript.java:183] - onOperateBalance refresh:202rank size:0
2026-08-15 23:00:00.062 INFO [RankThread][OpenServerAcScript.java:183] - onOperateBalance refresh:301rank size:0
2026-08-15 23:00:00.062 INFO [RankThread][OpenServerAcScript.java:183] - onOperateBalance refresh:401rank size:0
2026-08-15 23:00:00.062 INFO [RankThread][OpenServerAcScript.java:183] - onOperateBalance refresh:402rank size:0
2026-08-15 23:00:00.062 INFO [RankThread][OpenServerAcScript.java:183] - onOperateBalance refresh:403rank size:0
2026-08-15 23:00:00.062 INFO [RankThread][OpenServerAcScript.java:183] - onOperateBalance refresh:501rank size:0
2026-08-15 23:00:00.062 INFO [RankThread][OpenServerAcScript.java:183] - onOperateBalance refresh:601rank size:0
2026-08-15 23:00:00.062 INFO [RankThread][UniverseRankScript.java:402] - 检查天墟战场名人堂排名
2026-08-15 23:00:03.802 ERROR [worldMap_timer-Timer][TimerThread.java:78] - Затраченное время на таймерные события: 21, количество: 245
2026-08-15 23:00:29.880 INFO [nioEventLoopGroup-4-1][CrossServerScript.java:848] - 公共心跳原因码返回是:0, 用时=30019
2026-08-15 23:00:59.830 INFO [nioEventLoopGroup-4-1][CrossServerScript.java:848] - 公共心跳原因码返回是:0, 用时=29950
2026-08-15 23:01:29.880 INFO [nioEventLoopGroup-4-1][CrossServerScript.java:848] - 公共心跳原因码返回是:0, 用时=30050
2026-08-15 23:01:59.809 INFO [nioEventLoopGroup-4-1][CrossServerScript.java:848] - 公共心跳原因码返回是:0, 用时=29928
2026-08-15 23:02:29.860 INFO [nioEventLoopGroup-4-1][CrossServerScript.java:848] - 公共心跳原因码返回是:0, 用时=30052
2026-08-15 23:02:59.901 INFO [nioEventLoopGroup-4-1][CrossServerScript.java:848] - 公共心跳原因码返回是:0, 用时=30041
2026-08-15 23:03:29.850 INFO [nioEventLoopGroup-4-1][CrossServerScript.java:848] - 公共心跳原因码返回是:0, 用时=29949
2026-08-15 23:03:59.878 INFO [nioEventLoopGroup-4-1][CrossServerScript.java:848] - 公共心跳原因码返回是:0, 用时=30028
2026-08-15 23:04:22.393 ERROR [worldMap_timer-Timer][TimerThread.java:78] - Затраченное время на таймерные события: 23, количество: 245
2026-08-15 23:04:29.832 INFO [nioEventLoopGroup-4-1][CrossServerScript.java:848] - 公共心跳原因码返回是:0, 用时=29954
2026-08-15 23:04:59.875 INFO [nioEventLoopGroup-4-1][CrossServerScript.java:848] - 公共心跳原因码返回是:0, 用时=30043
2026-08-15 23:05:29.815 INFO [nioEventLoopGroup-4-1][CrossServerScript.java:848] - 公共心跳原因码返回是:0, 用时=29940
2026-08-15 23:05:59.848 INFO [nioEventLoopGroup-4-1][CrossServerScript.java:848] - 公共心跳原因码返回是:0, 用时=30033
2026-08-15 23:06:29.886 INFO [nioEventLoopGroup-4-1][CrossServerScript.java:848] - 公共心跳原因码返回是:0, 用时=30038
2026-08-15 23:06:59.824 INFO [nioEventLoopGroup-4-1][CrossServerScript.java:848] - 公共心跳原因码返回是:0, 用时=29938
2026-08-15 23:07:29.878 INFO [nioEventLoopGroup-4-1][CrossServerScript.java:848] - 公共心跳原因码返回是:0, 用时=30054
2026-08-15 23:07:59.821 INFO [nioEventLoopGroup-4-1][CrossServerScript.java:848] - 公共心跳原因码返回是:0, 用时=29942
2026-08-15 23:08:29.872 INFO [nioEventLoopGroup-4-1][CrossServerScript.java:848] - 公共心跳原因码返回是:0, 用时=30052
2026-08-15 23:08:59.901 INFO [nioEventLoopGroup-4-1][CrossServerScript.java:848] - 公共心跳原因码返回是:0, 用时=30029
2026-08-15 23:09:29.851 INFO [nioEventLoopGroup-4-1][CrossServerScript.java:848] - 公共心跳原因码返回是:0, 用时=29950
2026-08-15 23:09:59.885 INFO [nioEventLoopGroup-4-1][CrossServerScript.java:848] - 公共心跳原因码返回是:0, 用时=30034
2026-08-15 23:10:29.836 INFO [nioEventLoopGroup-4-1][CrossServerScript.java:848] - 公共心跳原因码返回是:0, 用时=29951
2026-08-15 23:10:59.867 INFO [nioEventLoopGroup-4-1][CrossServerScript.java:848] - 公共心跳原因码返回是:0, 用时=30030
2026-08-15 23:11:29.825 INFO [nioEventLoopGroup-4-1][CrossServerScript.java:848] - 公共心跳原因码返回是:0, 用时=29958
2026-08-15 23:11:59.864 INFO [nioEventLoopGroup-4-1][CrossServerScript.java:848] - 公共心跳原因码返回是:0, 用时=30039
2026-08-15 23:12:14.502 ERROR [worldMap_timer-Timer][TimerThread.java:78] - Затраченное время на таймерные события: 23, количество: 245
2026-08-15 23:12:29.829 INFO [nioEventLoopGroup-4-1][CrossServerScript.java:848] - 公共心跳原因码返回是:0, 用时=29966
2026-08-15 23:12:59.870 INFO [nioEventLoopGroup-4-1][CrossServerScript.java:848] - 公共心跳原因码返回是:0, 用时=30041
2026-08-15 23:13:29.816 INFO [nioEventLoopGroup-4-1][CrossServerScript.java:848] - 公共心跳原因码返回是:0, 用时=29946
2026-08-15 23:13:59.872 INFO [nioEventLoopGroup-4-1][CrossServerScript.java:848] - 公共心跳原因码返回是:0, 用时=30056
2026-08-15 23:14:29.819 INFO [nioEventLoopGroup-4-1][CrossServerScript.java:848] - 公共心跳原因码返回是:0, 用时=29947
